word,sentiment,count
desastroso!el,0,1
quema,0,9
consistentemente,0,4
escenario,0,1
arruina,0,3
“corteza,0,1
ligera”,0,1
horneada,0,1
esponjoso,0,1
sorprendente,0,1
informaron,0,1
¡11,0,1
atrás!,0,1
—,0,8
abordó,0,1
problemasin,0,2
apareciendo,0,3
amasando,0,1
pausar,0,1
colocar,0,24
aparecer,0,2
doblar,0,7
clips,0,14
maneras,0,4
vano,0,3
pedi,0,22
verestoy,0,1
disgustada,0,2
clavija,0,4
usándola,0,2
deshace,0,4
desconecte,0,2
calefactor,0,4
aloha,0,2
breeze,0,2
pregunta,0,8
rca,0,1
hara,0,1
responsable,0,4
daños?,0,1
título,0,4
hornillas,0,1
seguí,0,15
den,0,2
inviertan,0,3
pasen,0,2
parrillas,0,1
mudaba,0,1
instalaban,0,1
utilizo,0,10
aproximadamente,0,38
cena,0,2
tronó,0,1
botó,0,2
pastilla,0,3
tablero,0,19
entra,0,11
derretido,0,5
leído,0,18
comentado,0,1
decidí,0,30
jugármela,0,1
perdí,0,7
esencial,0,2
estaré,0,4
promueven,0,1
asando,0,1
panini,0,1
devolverla,0,11
amigable,0,1
calienta,0,19
focos,0,13
achicharraron,0,1
literlamente,0,2
estab,0,1
elvaciones,0,1
sucio,0,9
lleno,0,16
grasa,0,4
sorprendi,0,1
veia,0,1
asco,0,6
rebanada,0,3
jamón,0,1
queso,0,4
amarillo,0,14
manchego,0,1
olvídate,0,2
desparrama,0,1
limpiarla,0,3
batallar,0,1
limpieza,0,14
dorado,0,7
ideal,0,7
pegajosocero,0,1
lío,0,3
quitan,0,3
placas,0,3
cerraría,0,2
quemarás,0,1
metas,0,1
tuviera,0,27
extraíble,0,2
facilitar,0,1
lisa,0,6
usaractualizacióndejó,0,1
sospecha,0,1
diseñados,0,3
moderado,0,3
usoesto,0,1
hata,0,1
prensa,0,3
operador,0,3
enorme,0,19
chispa,0,1
llamas,0,3
teteras,0,1
detallessalen,0,1
manchas,0,13
sarro,0,2
hacen,0,47
vertir,0,1
molestara,0,1
rara,0,4
mínimo,0,17
tetera,0,3
entendía,0,1
provocó,0,5
decepcióncompraré,0,1
lea,0,5
prometía,0,2
aguantadora,0,1
mala;,0,2
mínima,0,5
requerida,0,2
emitía,0,1
descompusoaquí,0,1
review,0,4
negativo:,0,1
estarla,0,2
derritió,0,4
quedandose,0,1
prendido,0,4
desconecté,0,2
pudo,0,32
haberse,0,3
incendiado,0,2
causar,0,5
eléctricas,0,1
seguras,0,1
escurren,0,1
terriblemente,0,4
accidente,0,4
tocar,0,7
asa,0,1
quemaduras,0,1
idealmente,0,1
plástica,0,6
arriesgarse,0,2
accidentesyo,0,1
deseché,0,1
extra,0,15
escurre,0,3
exagerada,0,1
representaba,0,1
riesgos,0,1
prenderla,0,4
bajala,0,1
teterá,0,1
generando,0,3
peligro,0,1
agarras,0,1
correctohaste,0,1
grado,0,11
anexan,0,1
documento,0,1
indican,0,11
serio??,0,1
creíamos,0,1
sucedió,0,11
open,0,1
apertura,0,4
regresa,0,6
biton,0,1
baje,0,3
debiese,0,1
decepciona,0,1
resuelvan,0,2
té,0,3
firme!,0,1
interesante,0,6
2°,0,1
atoraba,0,1
bajaba,0,1
características,0,13
soloq,0,1
bajalo,0,1
insistiré,0,1
tostadora,0,2
uso!!,0,1
ventana,0,23
desperdicies,0,10
envió,0,20
vaporear,0,1
¡el,0,7
timer,0,1
sirve!,0,1
funcionara,0,17
mango,0,28
comenzado,0,3
derretirse!,0,1
vaporera,0,2
cocina/vaporera,0,1
presto,0,1
06003,0,2
fantástico,0,3
06006,0,1
cesta,0,4
mira,0,4
colapsando;,0,1
agujeros,0,29
disolviendo,0,1
rompiendo,0,6
interesado,0,3
coma,0,1
metalvoy,0,1
utilizándolo,0,1
patatas,0,1
pescado,0,4
chayotes,0,1
vaporizador,0,2
inicia,0,3
adecuadamente,0,9
temporal,0,3
1015,0,4
alarma,0,13
anunciando,0,3
obligándome,0,1
iniciar,0,3
nuevamente;,0,1
cesar,0,1
avería,0,1
recibirlo,0,6
platico,0,3
sentía,0,9
terminaba,0,3
wafles,0,1
quedaba,0,6
escurrir,0,1
chorrea,0,2
desarmarlo,0,1
cuarta,0,5
wafflera,0,1
doméstico,0,1
restaurante,0,1
descompone,0,2
empieza,0,6
fallar,0,7
movía,0,2
foco,0,10
encendido/apagado,0,3
adecuada,0,12
utilicé,0,8
desean,0,1
verdadero,0,11
robot,0,6
clean,0,1
li,0,1
ion,0,1
18650,0,1
genéricas,0,1
recargar,0,3
montado,0,10
rueditas,0,1
dan,0,13
"""aspiradora",0,1
"robot""",0,1
ruedas,0,14
aleatorio,0,1
"""tecnología""",0,1
1300,0,1
suave,0,49
cabellos,0,1
cabello,0,8
quedara,0,4
depósito,0,4
vaciarla,0,1
atorada,0,1
hornito,0,1
mágico,0,2
niños,0,62
mini,0,12
asiradora,0,1
migajas,0,2
muebles,0,7
cama,0,29
generica,0,1
decia,0,4
temover,0,1
filtro,0,31
jalando,0,2
tenia,0,32
miedo,0,9
jalar,0,1
romperlo,0,2
activarse,0,1
misterioso,0,1
ponerse,0,10
canle,0,1
cuadrito,0,2
conectarse,0,4
celular,0,14
embonan,0,6
comunicarnos,0,2
&,0,21
decker,0,2
pidieron,0,4
aracely,0,1
rivera,0,1
mails,0,1
respuestala,0,1
sopladora,0,1
mashemos,0,1
revisado,0,4
preferimos,0,1
amazonque,0,1
mexico,0,6
pelos,0,4
perrita,0,3
funciones,0,10
cabecilla,0,1
queríame,0,1
encararía,0,1
entregaran,0,2
valor,0,14
monetario,0,1
metí,0,5
bronca,0,1
banco,0,5
llevé,0,8
karcher,0,3
cambiarle,0,2
turbina,0,1
$2000,0,1
marca?,0,1
parecio,0,3
pasaron,0,4
plancha,0,7
tiraba,0,2
escupitajos,0,1
regadero,0,1
feo,0,13
gotea,0,4
detectado,0,1
charco,0,2
planchaba,0,1
regresaria,0,1
planchado,0,4
compraria,0,3
prendas,0,4
veían,0,6
viejas,0,3
maltratadas,0,2
cuida,0,2
telas,0,1
detieneedit,0,1
23/dic,0,1
suéteres,0,2
saco,0,10
suéter,0,6
pelusa,0,9
creí,0,3
cargué,0,3
intentar;,0,1
prestadas,0,1
desechables,0,2
agarro,0,2
02,0,1
diciembre,0,4
poquito,0,5
prenda,0,6
verla,0,1
rompera,0,1
rompa,0,7
reemplazarla,0,2
aqui,0,7
cdmx,0,2
derrama,0,4
planchando,0,1
estropea,0,1
avance,0,5
ropa,0,22
seca,0,15
tramos,0,2
tela,0,103
planchados,0,1
independiente,0,4
sencillos,0,2
modificaciones,0,1
resultase,0,1
funcionalsolo,0,1
emergencia,0,12
eviten,0,3
encontrarán,0,1
tenedor,0,2
mordida,0,3
metálico,0,4
boca,0,19
bebé,0,94
ahogado,0,1
extremos,0,6
metálicos,0,2
cubiertos,0,4
sujetan,0,7
juntos,0,21
unen,0,6
quejas,0,6
vajilla,0,1
set,0,13
revisando,0,3
colchones,0,4
gemelos,0,2
marco,0,22
até,0,2
kit,0,34
puente,0,10
noches,0,14
sentir,0,11
camas,0,7
separan,0,1
relleno,0,14
hunde,0,7
agujero,0,21
correa,0,39
sostener,0,24
juntas,0,11
aprieta,0,6
king,0,7
recomendaríapara,0,1
retiré,0,2
apretado,0,28
anudé,0,1
correas,0,29
permanezca,0,1
sentido!,0,1
procedí,0,1
cierres,0,6
sábana,0,2
bajera,0,2
problemas;,0,1
peorcuando,0,1
tercer,0,9
broche,0,5
sentí,0,11
chasquido,0,1
romper,0,12
volar,0,2
direcciones,0,6
separadas,0,3
hechos,0,24
individuales,0,3
rodillas,0,7
suelo,0,23
sintiendo,0,1
brocheasí,0,1
moraleja,0,1
correas!,0,1
honestamente,0,12
pandemia,0,4
global,0,1
hágalo,0,1
salir,0,37
hoja,0,12
funcionará!a,0,1
supervisor,0,1
«garantía,0,2
calidad»,0,1
bezos,0,1
despedido,0,2
verifique,0,2
mercancía,0,4
clasificar,0,1
«junk»,0,1
terminan,0,6
ganado,0,7
premio,0,6
«pieza,0,1
s»,0,1
caja!!,0,1
recortar,0,3
desenganchar,0,1
hojas,0,13
reemplazar,0,16
estilo,0,17
clip,0,5
correr,0,11
colchón,0,27
gota,0,4
empezaron,0,7
pegarse,0,2
suceda,0,4
rompen,0,21
mantelitos,0,1
resultaron,0,3
contrariouna,0,1
quitarles,0,2
dejarlos,0,1
bonitos,0,15
apariencia,0,12
viejos,0,5
desprendieron,0,3
hilos,0,21
orillas,0,12
soportan,0,2
250grados,0,1
centígrados,0,1
necesitaba;,0,1
decorativo,0,3
útil,0,22
manteles,0,1
canastas,0,2
bonito,0,53
toque,0,5
caros,0,14
desgastan,0,2
despego,0,2
ranuras,0,6
noche,0,46
desperté,0,5
siendo,0,28
llenado,0,3
desperdiciado,0,4
dinero:,0,1
recibió,0,13
representante,0,4
infladotampoco,0,1
ponerme,0,3
contestan,0,3
'contacto',0,1
insectos,0,8
chinches,0,1
allíasí,0,1
gasp,0,1
carta,0,3
física!!,0,1
inflar,0,8
guardarla,0,3
práctica,0,9
desinflada,0,1
actualización!!!!,0,1
retener,0,1
100kg,0,2
reinflarla,0,1
horas!,0,1
dormir,0,21
acabó,0,4
periodo,0,5
desinfla,0,3
tuvimos,0,17
volverlo,0,3
bomba,0,39
estabamos,0,1
valvula,0,2
desinflara,0,1
descuidé,0,1
devolverlo;,0,2
tirarlo,0,6
caja!esta,0,1
reemplazando,0,2
intentaré,0,3
vezactualizará,0,1
revisión,0,16
recepción,0,2
segui,0,1
"""expandiera""",0,1
cámara,0,28
inflable,0,5
desinflama,0,1
tobogán,0,2
cómodo,0,30
motivo,0,13
rocas,0,2
redondeada,0,2
rodó,0,1
puntales,0,1
internos,0,1
abulte,0,1
estabilidad,0,3
acostado,0,1
compre!!esta,0,1
rocatiempo,0,1
volverde,0,1
sótano,0,3
invitados,0,2
alegro,0,3
nada!,0,4
impresionó,0,4
inflé,0,1
«estire»,0,1
recomienda,0,9
inflaría,0,1
«real»,0,2
descartada,0,1
gastos,0,5
¡muy,0,5
insatisfecho!,0,1
retapada,0,1
arrancado,0,2
desenrollé,0,1
pelo,0,6
animal,0,5
descolorido,0,2
faltaba,0,10
inmediata,0,2
presento,0,3
orificio,0,11
enmel,0,1
unión,0,9
principios,0,2
quejarse,0,1
bec,0,1
covid,0,5
hombre,0,5
viajes,0,5
íbamos,0,2
coche,0,54
aparcar,0,1
abrió,0,13
maldita,0,3
parche,0,5
debía,0,8
picadura,0,1
inicié,0,2
trámite,0,5
inflan,0,1
podrían,0,10
utilizados,0,4
glamping,0,1
persona,0,34
durmiendo,0,2
mudamos,0,1
virginia,0,1
tennessee,0,1
esperamos,0,4
lleguen,0,7
naviera,0,1
enrollará,0,1
lado!!!,0,1
hija,0,42
terminamos,0,4
reemplazarlos,0,3
$7,0,1
porquería,0,12
wayyyy,0,1
longitud,0,18
sabia,0,1
2020,0,11
filtró,0,9
enchufe,0,16
pierdas,0,2
tratar,0,21
¡¡¡qué,0,1
broma!!!!!!!,0,1
cero,0,32
¡¡enreado!!!,0,1
anime,0,2
inflas,0,2
madrugada,0,2
despiertas,0,1
espalda,0,12
saliendo,0,13
válvula,0,9
insegura,0,1
arruga,0,3
almohadas,0,6
cosco,0,1
:no,0,1
amiguitos!saludos!,0,1
engañoso,0,13
regresarlas,0,2
lavaran,0,1
lavé,0,8
hijos,0,20
arruiné,0,2
descoloridas,0,1
esperé,0,4
permitirme,0,5
durantriste,0,1
lago,0,1
esclav,0,1
publicaciónno,0,1
bonitono,0,1
satisfecha,0,2
ocaciones,0,3
clase,0,6
deproductos,0,1
desencantada,0,1
edredón,0,10
dinerono,0,2
crees,0,5
peirod,0,1
conseguí,0,20
enhebrado,0,2
patrón,0,3
geométrico,0,1
lugares,0,17
plumón,0,2
ganso,0,1
costuras,0,27
blancas,0,3
azules,0,6
corresponden,0,3
colores!,0,1
size,0,2
pulgadas,0,28
lave,0,5
bolas,0,26
enormes,0,4
caben,0,9
standar,0,1
hermoso,0,11
habitación,0,27
publica,0,1
antier,0,2
figura,0,5
sueltos,0,12
costura,0,26
separa,0,4
impresión,0,32
dibujos,0,8
deformes,0,2
alargados,0,1
sábanas,0,3
llegan,0,9
irritar,0,1
insatisfecho,0,10
desgastado,0,4
rey,0,1
cuerdas,0,6
colgando,0,8
volverá,0,9
ware!,0,1
recibirás,0,2
doblemente,0,1
particular,0,12
dañino,0,2
suavidad,0,2
extrema,0,2
rasposo,0,2
despinta,0,1
ordené,0,15
hijo,0,82
negras,0,5
grueso,0,20
sienten,0,12
rígidas,0,2
sabanas,0,2
cobertor,0,1
edredon,0,1
lavada,0,10
malo!,0,3
latela,0,1
horrenda,0,1
do,0,3
dibujo,0,4
mismoprecio,0,1
delgadas,0,11
electrostática,0,1
honestos,0,2
publican,0,6
recomendaciones,0,2
elegimos,0,1
confié,0,3
encuentras,0,8
logro,0,2
sujetarlo,0,4
humedad,0,15
baño,0,22
nomás,0,3
pared,0,33
luce,0,8
vista,0,24
adhiere,0,10
azulejo,0,3
bañolo,0,2
pata,0,4
ventosas,0,3
sujeto,0,2
unapensé,0,1
duraría,0,2
másme,0,1
pestalla,0,1
chupones,0,3
regresarlo,0,8
relacion,0,3
pegué,0,2
siguiendo,0,4
regadera,0,6
despegó,0,9
pegar,0,10
silicon,0,3
etiqueta,0,33
algodón,0,12
microfibra,0,2
convencional,0,2
suavecita,0,3
compraba,0,3
toallas,0,8
toallitas,0,13
gimnasio,0,4
sirven?,0,1
pañuelos,0,1
devolvi;,0,1
corrientes,0,7
lavar,0,12
poderlas,0,3
soltaron,0,1
desbarataron,0,1
lavadora,0,8
"""toallas",0,1
jumbo,0,3
"grande""si",0,1
"""engaño""",0,1
sabrá,0,2
engaño,0,6
especifican,0,6
correctame,0,1
20x20,0,2
alfombras,0,3
estructura,0,11
alfombra,0,11
floppy,0,2
recta,0,6
gruesas,0,4
rastreo,0,1
disponibles,0,7
antideslizante,0,1
rompo,0,1
ducha,0,2
cristal,0,6
aguantar,0,3
imagina,0,2
cortinas,0,7
99%,0,4
2hr,0,1
alguno,0,5
46%,0,1
80%,0,1
termómetro,0,14
mesesla,0,1
tube,0,2
cancelar,0,6
ultima,0,2
erróneo,0,3
termómetros,0,4
arroja,0,2
temperaturas,0,8
absurdas,0,2
acaban,0,5
merece,0,3
dyson,0,9
originalmente,0,9
destinados,0,1
eua,0,2
acepta,0,3
obtendrán,0,1
girar,0,10
¡decepcionado,0,1
verdad!,0,1
pensamiento,0,2
purificador,0,1
calentador,0,41
optado,0,3
plan,0,4
pago,0,12
parpadeando,0,2
h2,0,1
estacionario,0,1
hp01,0,2
principalmente,0,8
puesta,0,6
marcha,0,2
remotas,0,2
oscilación,0,3
dirección,0,10
ancha/estrecha,0,1
aclimatación,0,1
reinicio,0,3
ayudó,0,3
winnix,0,2
ofrecido,0,7
intercambio,0,6
ofrecer,0,3
viernes,0,4
pagado,0,9
initalmente,0,1
confiar,0,3
cremallera,0,23
boveda,0,7
almacenamiento,0,10
gruesa,0,12
hermética,0,1
cremalleras,0,5
sonbásicamente,0,1
arriesgarme,0,1
almacenados,0,1
secará,0,1
paquetecompró,0,1
secos,0,7
inútilesno,0,1
inútil,0,36
mejorucdespues,0,1
silencioso,0,3
espacios,0,3
m2,0,2
necesitábamos,0,4
tardé,0,2
reposición,0,5
filtros,0,11
partir,0,9
humidificador,0,10
esencialmente,0,3
curó,0,1
senos,0,2
paranasales,0,2
crónicos,0,1
hemorragia,0,1
nasal,0,2
subscribe,0,2
save,0,2
ejecutado,0,2
dormía,0,3
tendría,0,10
pasaría,0,3
galón,0,3
89,0,2
bajoen,0,1
correo,0,39
electrónico,0,29
disponible,0,11
alertaba,0,1
realizara,0,1
cambios,0,9
honeywell,0,5
indicación,0,5
cuándo,0,2
encontrando,0,4
«nueva,0,1
versión»,0,1
adjunta,0,5
eficaz,0,3
moho,0,7
absorción,0,1
escupir,0,1
últimas,0,3
mojarlo,0,2
despierto,0,1
caído,0,7
duermo,0,2
buscaré,0,5
propenso,0,1
desanime,0,1
desperdiciar,0,10
sorprende,0,3
lecturas,0,7
25%,0,3
dejen,0,5
sirvieron,0,7
quedarme,0,3
mandé,0,2
programado,0,2
cancelé,0,1
químico,0,9
1/6,0,1
devolvería,0,7
tire,0,12
ofrecen,0,16
dormitorio,0,1
400,0,7
cuadrados,0,4
medicina,0,2
ventilarlo,0,1
corriendo,0,4
disipado,0,1
grietas,0,4
instalé,0,8
quita,0,8
teníamos,0,8
suficiente,0,43
forzado,0,2
patas,0,15
demasiada,0,8
atornillar,0,6
arruinarás,0,1
cálida,0,3
averiguar,0,7
redirigir,0,1
efectivamente,0,4
dirige,0,1
empujado,0,2
enchufable,0,1
despierta,0,1
desarrollen,0,1
siga,0,3
temo,0,5
escudo,0,2
térmico,0,4
esperanza,0,15
patita,0,1
soo,0,1
gud,0,1
helada,0,2
sopla,0,7
ioniza,0,1
sensor,0,6
horizontal,0,2
persianas,0,1
silvere,0,2
descontinuado,0,1
symphony,0,1
necesarios,0,2
confusión,0,4
crean,0,4
perjudicial,0,3
huele,0,22
usootro,0,1
quiso,0,4
cobro,0,5
enfria,0,1
nadaen,0,2
dc,0,5
radiadortienes,0,1
moverlo,0,3
enfría,0,2
brisa,0,3
agradable,0,24
arreglaron,0,1
evitar,0,31
mojadero,0,1
decepción!!,0,1
funcionó!!,0,1
básico,0,8
cambiará,0,2
celsius,0,3
fahrenheit,0,1
quiera,0,6
enciendo,0,1
pelonis,0,1
ponte,0,2
¡usamos,0,1
celsius!,0,2
alcance,0,5
estés,0,3
unicel,0,3
protegía,0,1
amarrar,0,3
papeles,0,1
maltratados,0,4
mal!sin,0,1
poniéndolo,0,1
máxima,0,6
1500,0,2
vatios,0,6
probe,0,2
cuya,0,3
consideramos,0,1
excede,0,1
cúbicos,0,1
ineficienteseguiré,0,1
1200,0,1
haberlo,0,9
seguidas,0,3
diarias,0,2
mantenido,0,3
funcionamientoy,0,1
respecta,0,2
pongan,0,5
asimismo,0,2
calentado,0,2
m,0,19
asegurar,0,10
ala,0,4
oler,0,8
quemó,0,8
!!!!,0,3
calentafor,0,1
conecte,0,8
quemo,0,3
contactos,0,3
sobra,0,2
ambientador,0,3
justificar,0,1
comprare,0,2
versiones,0,2
supermercados,0,3
regionales,0,1
funcionacompre,0,1
descompusieron,0,1
haberlos,0,4
botar,0,1
noto,0,2
habitacion,0,1
deshumidificador,0,3
silencio,0,3
eficiente,0,5
refrigeración,0,3
tambiénsin,0,1
drenar,0,2
receptáculo,0,5
drenaje,0,6
brida,0,1
impide,0,4
enroscar,0,3
poseo,0,1
ferretería,0,6
hembra,0,2
ensayo,0,1
codo,0,2
profundo,0,4
roscas,0,8
sentarlo,0,1
devueltasí,0,1
patentada,0,1
adapta,0,10
polietileno,0,1
mantenga,0,1
2:,0,1
70,0,4
volviendo,0,3
amazon*****actualiza*****así,0,1
noté,0,15
rociando,0,1
gotee,0,1
vierte,0,3
partículas,0,7
esparcidas,0,1
saca,0,5
eventualmente,0,4
acumulación,0,1
convertirá,0,1
problemapermítanme,0,1
humdifier,0,1
asunto,0,3
vacié,0,1
250,0,2
pintas,0,1
31,0,5
galones,0,9
instante,0,4
bajó,0,4
i,0,6
mensual,0,1
60,0,8
informó,0,3
dicha,0,4
maquina,0,1
interna,0,8
vibra,0,2
solicitaria,0,1
pesima,0,6
únicamente,0,6
encendidoapagado,0,1
vacía,0,3
compren!,0,5
chino!!,0,1
díseño,0,1
logrado!,0,1
similares,0,15
usandolo,0,1
intension,0,1
permanente,0,2
monitorearlo,0,1
veo,0,30
conectó,0,2
inteligentes,0,1
routers,0,2
wifi,0,18
desearía,0,7
exagerado,0,3
levanta,0,5
provoca,0,5
caiga,0,6
humedeciendo,0,2
encuentre,0,3
mesa,0,33
madera,0,26
destrozar,0,1
mojado,0,6
difusor,0,2
humidificación,0,1
duración,0,12
ahorrador,0,1
78,0,1
horasno,0,1
esencias,0,1
impregnado,0,1
generar,0,1
olores,0,3
naturalactualización***,0,1
rayado,0,5
león,0,2
sellada,0,4
esos,0,19
defectos,0,6
irregularidades,0,1
autenticidad,0,2
productono,0,1
usarse,0,8
aceptable,0,7
ozonos,0,1
frustrado,0,1
gastó,0,1
poseído,0,3
sentirse,0,1
públicamente,0,1
trusens,0,1
evaluar,0,3
comenzo,0,3
abanico,0,2
volviera,0,3
agarrar,0,5
energia,0,1
volvia,0,1
ensamblan,0,3
quebrados,0,2
comercializado,0,1
¿cómo,0,8
esto?,0,3
materialese,0,1
rebabas,0,3
tiende,0,5
inclinarse,0,2
ladode,0,1
eres,0,11
enfocar,0,2
actividades,0,4
hará,0,10
espor,0,1
dobla,0,11
chueco,0,3
acomodarlo,0,1
bases,0,7
plastico,0,11
cumpla,0,3
rejillas,0,3
arreglar,0,7
aprietes,0,1
personal,0,12
consciente,0,4
estimado,0,3
generan,0,3
vibración,0,2
plug,0,3
gire,0,4
rebaba,0,3
insertarlo,0,2
esfuerzo,0,12
logré,0,1
ajustarlo,0,4
zafa,0,2
levantar,0,3
tapón,0,3
tomar,0,22
alambrón,0,1
desfase,0,1
nadieme,0,1
cargarya,0,1
pésimo!,0,4
¡cuidado,0,2
compradores!,0,1
cumpleaños,0,12
lesión,0,2
ceja,0,1
atemperaran,0,1
rompería,0,4
comercializan,0,1
informado,0,3
padres,0,6
supieran,0,1
resultado,0,15
abanicos,0,1
faltó,0,1
instalador,0,1
home,0,6
depot,0,5
hardware,0,7
atornilla,0,1
pares,0,8
enhebrarían,0,1
juntoscontacté,0,1
hunter,0,1
fan,0,4
orden,0,5
aparezcan,0,1
maceta,0,3
bonita,0,10
valdría,0,3
penalo,0,1
esperando,0,32
humedecer,0,1
comienzan,0,3
despegarse,0,4
homogeneidadintentaré,0,1
arreglarlo,0,7
¡peligro,0,1
cáncer!,0,1
abrirlo,0,6
"""silica""",0,1
dióxido,0,2
silicio,0,5
identificado,0,1
causante,0,1
cáncerpésimo,0,1
demaciados,0,1
poniendo,0,5
pintura,0,27
pela,0,1
terminas,0,6
pelado,0,3
pintado,0,1
cortina,0,9
plateada,0,5
golpes,0,10
maltratadocomo,0,1
urgía,0,2
devolvídebí,0,1
devuelto,0,23
barra,0,15
coinciden,0,8
varilla,0,13
anunciaba,0,9
donaré,0,1
geniales,0,8
1836,0,1
soportar,0,9
atrapado,0,7
soportes,0,13
paredy,0,1
marido,0,17
clavó,0,1
vs,0,2
incluidos,0,6
36»,0,1
vet,0,1
basic,0,1
une,0,3
enganchan,0,2
cutrain,0,1
engarzado,0,1
pensado,0,6
piedra,0,8
amarrado,0,1
cuero,0,6
argolla,0,2
hubieran,0,13
confiando,0,5
cristales,0,6
púrpura,0,2
transparentes,0,3
pistola,0,15
esperándolo,0,1
certeza,0,2
entreguen,0,3
reporte,0,1
arrojar,0,1
salgan,0,3
almacén,0,3
garantizar,0,3
enviarlas!,0,1
ambas,0,7
subo,0,1
avisaron,0,2
estampas,0,1
álbum,0,2
dañada,0,9
envíarlos,0,1
esquinas,0,4
montan,0,1
arrugado,0,3
refleja,0,6
apreciar,0,5
retrata,0,1
oscuro,0,11
pedirlo,0,2
charola,0,5
abarcara,0,1
secado,0,3
asísolo,0,1
enjuague,0,2
señora,0,1
pueblo,0,1
pasará,0,3
solicitas,0,1
pagan,0,2
$4000,0,1
75,0,6
usd,0,1
resbala,0,4
tapete???,0,1
estoes,0,1
peligrosome,0,1
ayudan,0,3
parecido,0,2
losde,0,1
laimagen,0,2
bonitas,0,5
sencillas,0,1
ligeras,0,5
blackout,0,1
dejan,0,13
claridad,0,2
deseado,0,3
bloquean,0,2
pesimas,0,1
confusas,0,2
mandaron,0,30
segundas,0,1
abiertas,0,3
cumplieron,0,2
regresaron,0,4
81,0,1
84,0,2
darles,0,6
facilita,0,1
anunciado,0,13
sobrecosto,0,1
tabla,0,27
pensaba,0,8
programada,0,1
adicionalmente,0,3
salada,0,3
tablas,0,3
sal,0,6
himalaya,0,1
estufa,0,2
manchada,0,5
lavando,0,3
empecé,0,6
cayeron,0,6
miles,0,3
lastimara,0,1
ofreció,0,6
agradezco,0,3
acepté,0,3
sucediera,0,3
lindo,0,29
manejarlo,0,1
transportarlo,0,1
flores,0,5
centros,0,1
desprenden,0,6
desencantó,0,1
brilla,0,2
sol,0,16
daría,0,13
anuncian,0,14
repetidos,0,1
desgastados,0,1
compartimentos,0,5
ligeramente,0,7
torcido,0,2
tirón,0,2
pestañas,0,4
contundente,0,1
aguante,0,2
niño,0,57
superpegarlos,0,1
concepto,0,5
fresco,0,7
úsalo,0,4
piensa,0,7
darth,0,1
vader,0,1
importe,0,3
libros,0,17
arrepentí,0,1
colocarlos,0,3
quebró,0,5
devolverlobusque,0,1
optar,0,3
esta!,0,1
ordenó,0,7
desacuerdos,0,1
particularmente,0,2
1213,0,1
volveré,0,18
necesite,0,3
mariposas,0,1
estafa!,0,2
espejo,0,5
papelera,0,2
despacho,0,1
cápsula,0,2
quitando,0,3
perfume,0,6
botella,0,32
atomizador,0,3
rellenan,0,1
facilmente,0,7
vertiendo,0,1
prácticoel,0,1
manejaron,0,1
meparecieron,0,1
chevere,0,1
llenarlos,0,1
muestren,0,2
gasto,0,7
menso,0,1
santo,0,1
prendiólo,0,1
enrollando,0,1
papel,0,36
liar,0,1
conos,0,2
prelaminados,0,1
enrollados,0,1
inconsistencias,0,2
laminación,0,1
procesar,0,1
tirador,0,1
seis,0,11
imaginé,0,1
incensario,0,1
incienso,0,2
bañera,0,6
46,0,3
50,0,6
risa,0,1
adorno,0,3
ladeado,0,1
dimensiones,0,9
molesta,0,10
fluye,0,2
lastimó,0,3
ojos,0,28
apagarlo,0,4
proporciona,0,5
calmante,0,1
enviaría,0,3
cubrir,0,11
sección,0,10
sumerge,0,2
potenciales,0,3
piscinas,0,2
profundas,0,2
resuelto,0,1
piscina,0,10
profunda,0,2
rellenarla,0,1
trasero,0,14
bombilla,0,19
configurado,0,1
exceso!,0,1
inversiones,0,1
$130cdn,0,1
despilfarro,0,6
pvc,0,2
ligera,0,14
soplar,0,3
viento,0,17
ligerolas,0,1
faltaban,0,6
quisquillosa,0,1
complejo,0,1
thola,0,1
perforó,0,1
pajafinal,0,1
murió,0,4
48h!los,0,1
vendedores,0,10
corteses,0,1
coincida,0,1
necesitan,0,12
grosor,0,9
cordón,0,9
molestar,0,2
reembalaje,0,1
fugas,0,9
locas,0,1
niebla,0,2
clara,0,4
declarar,0,1
desaestado,0,1
borroso,0,3
faltantes,0,6
«conectar,0,1
accesorio,0,7
bomba»,0,1
plástico!,0,1
danner,0,2
manufacturing,0,2
mujer,0,9
rude,0,1
enviarles,0,3
teléfonoafortunadamente,0,1
amazon!,0,3
felicitaciones,0,1
fenomenal,0,1
¡vergüenza,0,1
cliente!,0,1
acabados,0,8
deshiladas,0,1
bordes,0,16
irregulares,0,4
ciegas,0,1
impermeable,0,12
cobran,0,3
cojín,0,9
operaron,0,1
columna,0,4
fusión,0,1
lumbar,0,2
scomoda,0,1
sentarme,0,1
ayudara,0,2
servido,0,3
hola,0,15
comentar,0,2
estiraba,0,1
reales,0,5
proporcionaban,0,1
18,0,11
calificar,0,5
seriedad,0,3
responsabiliza,0,1
resortes,0,3
amarran,0,1
bastones,0,7
atoran,0,4
sillón,0,1
detienen,0,1
duplica,0,1
seguiré,0,2
pinzas,0,6
iguales,0,9
desarman,0,1
cucharadas,0,2
miel,0,2
hiper,0,1
medita,0,1
macetero,0,1
desacuerdo,0,1
jarrón,0,3
jarrones,0,2
preciosa,0,1
domicilio,0,6
embalados,0,1
intactos,0,1
sucios,0,2
capa,0,4
neblina,0,1
filmy,0,1
utilizada,0,1
previamente,0,2
rasguño,0,3
