,Name,link
0,"Learning Resources Mental Blox – sobre la Marcha, 20 Piezas",https://www.amazon.com.mx/Learning-Resources-Mental-Blox-Marcha/dp/B078SQ8XBL/ref=sr_1_1?dchild=1&qid=1609410148&s=toys&sr=1-1
0,Novedades Montecarlo Vete a la Versh Super Numeros Juego de Mesa Cartas Darkar Mecoboy Come Dos Come Cuatro Reversa No Juegas Exclusivo,https://www.amazon.com.mx/Novedades-Montecarlo-Numeros-Mecoboy-Exclusivo/dp/B08H5WW3HC/ref=sr_1_2?dchild=1&qid=1609410148&s=toys&sr=1-2
0,Big Mo's Toys Juego de ajedrez de Viaje magnético con Tablero Que se Convierte en un Compartimiento de Almacenamiento - Gran Juego de Juguetes de Viaje de,https://www.amazon.com.mx/U3-Ajedrez-Magn%C3%A9tico-Plegable-Port%C3%A1til/dp/B07534BWBF/ref=sr_1_3?dchild=1&qid=1609410148&s=toys&sr=1-3
0,"Yellow Mountain Imports Juego de Ajedrez Magnético de Viaje (25 centímetros) - Juego de Mesa Plegable, Portátil y Educativo",https://www.amazon.com.mx/Travel-Magnetic-Chess-Set-9-7/dp/B0019FATKG/ref=sr_1_4?dchild=1&qid=1609410148&s=toys&sr=1-4
0,"smart games Juego de Lógica, Iq Stars",https://www.amazon.com.mx/Juego-Destreza-Stars-Smart-Games/dp/B07C8Q5FJ5/ref=sr_1_5?dchild=1&qid=1609410148&s=toys&sr=1-5
0,"Pressman Rummikub en Lata de Viaje, el Juego Original de Azulejos Rummy, Azul (B07GLGBW9X)",https://www.amazon.com.mx/Pressman-B07GLGBW9X-Rummikub-In-Tin/dp/B07GLGBW9X/ref=sr_1_6?dchild=1&qid=1609410148&s=toys&sr=1-6
0,Jax Travel Sequence,https://www.amazon.com.mx/Jax-8005-Travel-Sequence/dp/B00000IVAM/ref=sr_1_7?dchild=1&qid=1609410148&s=toys&sr=1-7
0,Nes wiwi tienda de mayoreo No Te Enojes para 6 Jugadores Redondo Fibromadera,https://www.amazon.com.mx/Nes-wiwi-tienda-mayoreo-Fibromadera/dp/B08D8S2TF6/ref=sr_1_8?dchild=1&qid=1609410148&s=toys&sr=1-8
0,Ultra Pro Funda para Juegos con Ribete de Color Rojo,https://www.amazon.com.mx/Ultra-Pro-Funda-juegos-ribete/dp/B0009F3DQ4/ref=sr_1_9?dchild=1&qid=1609410148&s=toys&sr=1-9
0,My Arcade Retro Machine Gaming System con más de 200 juegos precargados,https://www.amazon.com.mx/My-Arcade-Machine-Gaming-precargados/dp/B00S4HI1NY/ref=sr_1_10?dchild=1&qid=1609410148&s=toys&sr=1-10
