,Name,link
0,Tabla Didactica de Multiplicar de Madera,https://www.amazon.com.mx/Arte-en-Madera-Didactica-Multiplicar/dp/B07HZ3B5XZ/ref=sr_1_1?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-1
0,Cilindros Didácticos de Aprendizaje,https://www.amazon.com.mx/Arte-en-Madera-Did%C3%A1cticos-Aprendizaje/dp/B07NCB6WMD/ref=sr_1_2?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-2
0,México En Mil Adivinanzas: Juego de mesa de acertijos de México,https://www.amazon.com.mx/M%C3%A9xico-En-Mil-Adivinanzas-acertijos/dp/B08R7DN63X/ref=sr_1_3?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-3
0,CASITA PARA ARMAR A ESCALA CON MINI LADRILLOS REALES SET 301,https://www.amazon.com.mx/CASITA-ARMAR-ESCALA-LADRILLOS-REALES/dp/B08MY71323/ref=sr_1_4?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-4
0,Marioneta de Madera,https://www.amazon.com.mx/creactica-Marioneta-de-Madera/dp/B07WV7M9GQ/ref=sr_1_5?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-5
0,LumiCaja - CAJA DE LUZ,https://www.amazon.com.mx/LumiCaja-CAJA-DE-LUZ/dp/B08D7Y57ZS/ref=sr_1_6?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-6
0,"juguete con gancho y argollas juego de pesca de madera reciclada para jugar en la tina de baño o la piscina, niños y bebes",https://www.amazon.com.mx/juego-de-pesca-madera/dp/B07WLYWJN2/ref=sr_1_7?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-7
0,ROMPECABEZAS ANIMALES PARA PREESCOLAR,https://www.amazon.com.mx/La-Casita-San-Angel-ROMPECABEZAS/dp/B08FF87S79/ref=sr_1_8?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-8
0,Calendario Waldorf,https://www.amazon.com.mx/Ninus-Calendario-Waldorf/dp/B07VFL4TRS/ref=sr_1_9?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-9
0,Material didáctico educativo para preescolar aprender a contar. Juego educativo de rompecabezas magnético de números del 1 al 10. Magnet puzzle numbers.,https://www.amazon.com.mx/did%C3%A1ctico-educativo-preescolar-rompecabezas-magn%C3%A9tico/dp/B08L1L9N41/ref=sr_1_10?dchild=1&qid=1609298373&rnid=16945235011&s=handmade&sr=1-10
