,Name,link
0,Alimentos y Bebidas,https://www.amazon.com.mx/
0,Libros,https://www.amazon.com.mx/
0,"Películas, Series de TV y Música",https://www.amazon.com.mx/
0,"Electrónicos
",https://www.amazon.com.mx/
0,"Cómputo y Tablets
",https://www.amazon.com.mx/
0,Software,https://www.amazon.com.mx/
0,Videojuegos,https://www.amazon.com.mx/
0,"Hogar, Cocina y Jardín",https://www.amazon.com.mx/
0,"Herramientas y Mejoras del Hogar
",https://www.amazon.com.mx/
0,Automotriz y Motocicletas,https://www.amazon.com.mx/
0,Juegos y Juguetes,https://www.amazon.com.mx/
0,Mascotas y Accesorios,https://www.amazon.com.mx/
0,Bebé,https://www.amazon.com.mx/
0,"Ropa, Zapatos y Accesorios",https://www.amazon.com.mx/
0,Hecho a Mano,https://www.amazon.com.mx/
0,Deportes y Aire Libre,https://www.amazon.com.mx/
0,"Salud, Belleza y Cuidado Personal",https://www.amazon.com.mx/
0,"Industria, Empresas y Ciencia",https://www.amazon.com.mx/
